smiles,AR,rationale,rationale_score
['CC(C)(C)NCC(O)CSc1nc(cs1)c2ccc(s2)C(=O)N'],0.060,,
['CCCCCCCCCCC'],0.046,,
['CCCC(Cn1cncn1)c2ccc(Cl)cc2Cl'],0.133,,
['OC1(COC(=O)c2cccnc2)OC(COC(=O)c3cccnc3)C(OC(=O)c4cccnc4)C1OC(=O)c5cccnc5'],0.203,,
['OC(=O)CCCC(=O)O'],0.016,,
['CC(Cc1ccc(cc1)C(C)C)C=O'],0.065,,
['OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+](=O)[O-]'],0.175,,
['OC(=O)C1=C(CSc2nncs2)CSC3C(NC(=O)Cn4cnnn4)C(=O)N13'],0.164,,
['CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC'],0.042,,
['CCCCCCCCCC[N+](C)(C)CCCCCCCCCC'],0.047,,
['CCC1CC2CC3C1N(CCc4c3[nH]c5ccc(OC)cc45)C2'],0.329,,
['CC(=CCCC(=CCCC(=O)C)C)C'],0.025,,
['CN1SC=CC1=O'],0.064,,
['Nc1ccccc1C(=O)O'],0.093,,
['OC(CCN1CCCCC1)(c2ccccc2)c3ccccc3'],0.149,,
['CC1C2CCC3(C)C=CC(=O)C(=C3C2OC1=O)C'],0.365,,
['CC(=O)N'],0.006,,
['Oc1ccc(cc1)C2(OS(=O)(=O)c3ccccc23)c4ccc(O)cc4'],0.249,,
['OCC(CO)(CO)COCC(CO)(CO)CO'],0.032,,
['OP(=O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O'],0.034,,
['OC(=O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O'],0.015,,
['Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12'],0.385,,
['CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)N)NC1=O)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N'],0.069,,
['C[N+](=CCl)C'],0.013,,
['CCOc1ccc(NC(=O)N)cc1'],0.080,,
['O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3'],0.225,,
['CN1CCN2C(C1)c3ccccc3Cc4cccnc24'],0.193,,
['NC(=O)NC(CCC(=O)O)C(=O)O'],0.022,,
['CC(CC(c1ccccc1)c2ccccc2)NC(C)(C)C'],0.064,,
['Clc1ccc(cn1)C2CC3CCC2N3'],0.230,,
['CC(C)c1ncc([N+](=O)[O-])n1C'],0.060,,
['CN(C)CCCNCCCN(C)C'],0.014,,
['CC(C)C1CC=C(C)C=C1'],0.076,,
['CC(=O)Nc1ccc(O)cc1'],0.067,,
['CCN(CC)CCNC(=O)c1ccc(NC(=O)C)cc1'],0.059,,
['O=C1OC23CC(C=CC2=C1)N4CCCCC34'],0.437,,
['Oc1ccccc1S(=O)(=O)O'],0.041,,
['CCCC=NO'],0.026,,
['CC1=NN(C(=O)C1N=Nc2ccccc2)c3ccc(cc3)S(=O)(=O)O'],0.116,,
['OC(=O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c3ccccc3)cc1'],0.138,,
['NNC(=O)OCc1ccccc1'],0.064,,
['CCN(CC)CC1CCCCN1CC(=O)N2c3ccccc3C(=O)Nc4cccnc24'],0.161,,
['CNC(C)C(O)c1ccccc1'],0.071,,
['COC(=O)CC(C)CCC=C(C)C'],0.027,,
['CNC(=O)CSP(=S)(OC)OC'],0.041,,
['CC1CCC2C(C)(C)C3CC12CC=C3C'],0.400,,
['CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)COC(=O)C'],0.398,,
['CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2'],0.106,,
['CNC1C(O)C(O)C(CO)OC1OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O'],0.164,,
['CN(C)CCC=C1c2ccccc2Sc3ccc(Cl)cc13'],0.207,,
['CC(CSC(=O)C)C(=O)N1CCCC1C(=O)NC(Cc2ccccc2)C(=O)O'],0.081,,
['CC=C(C)C#N'],0.029,,
['CCN(CCC#N)c1ccccc1'],0.090,,
['NC(CS)C(=O)O'],0.018,,
['Clc1cc(Cl)c(Cl)c(Cl)c1'],0.154,,
['NC(=O)Cc1cccc2ccccc12'],0.144,,
['OCC1OC(Oc2cccc3C(C4c5cccc(OC6OC(CO)C(O)C(O)C6O)c5C(=O)c7c(O)cc(cc47)C(=O)O)c8cc(cc(O)c8C(=O)c23)C(=O)O)C(O)C(O)C1O'],0.292,,
['OC(=O)C1CC(CP(=O)(O)O)CCN1'],0.028,,
['COC1C(CC2CN3CCc4c([nH]c5cc(OC)ccc45)C3CC2C1C(=O)OC)OC(=O)COc6ccc(OC)cc6'],0.265,,
['CCC(C)(N=NC(C)(CC)C#N)C#N'],0.047,,
['CCCC(O)C(CC)CO'],0.042,,
['COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-]'],0.190,,
['Cc1oc(nc1CCOc2cccc3c2ccn3CCC(=O)O)c4ccccc4'],0.191,,
['CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc4ccc(cc24)S(=O)(=O)N(C)C)CC1'],0.114,,
['Nc1nc2c(Cl)cccc2s1'],0.253,,
['CCOC(=O)C=Cc1ccccc1'],0.099,,
['CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O'],0.091,,
['CC(C)COC(=O)C'],0.012,,
['CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1'],0.052,,
['COc1ccc2[nH]cc(CCNC(=O)C)c2c1'],0.115,,
['ClCC(Br)CBr'],0.024,,
['CCCOCCOCCO'],0.026,,
['C[n+]1ccn(C)c1'],0.040,,
['CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)O'],0.024,,
['CCCCCCCCC(=O)Cl'],0.035,,
['Cc1ccc(C)c(O)c1C'],0.102,,
['Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1'],0.083,,
['O=CC=Cc1occc1'],0.127,,
['CN1N(C(=O)C(=C1C)N)c2ccccc2'],0.174,,
['CC(=O)CCc1ccc(OC(=O)C)cc1'],0.062,,
['CNC(=O)CC(N)C(=O)NC(C(=O)NC1C2SC(C)(C)C(N2C1=O)C(=O)O)c3ccc(O)cc3'],0.115,,
['OC(=O)c1cccc(Cl)c1'],0.084,,
['CCCCC(CC)COP(=O)(Oc1ccccc1)Oc2ccccc2'],0.115,,
['NC(=O)C(=O)NN=Cc1oc(cc1)[N+](=O)[O-]'],0.081,,
['CCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O'],0.079,,
['COc1ccc2C3CCC4(C)C(CCC4(O)C#C)C3CCc2c1'],0.431,,
['CC=CC=O'],0.028,,
['Cc1ccccc1C(=O)O'],0.081,,
['CC(C)O'],0.004,,
['CCCCNS(=O)(=O)c1ccc(C)cc1'],0.043,,
['C=CCOC(=O)c1ccccc1C(=O)OCC=C'],0.124,,
['CCCCCCCCCCCCCC[N+](C)(C)C'],0.031,,
['CCCCCCCCCC=O'],0.044,,
['COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(=O)C'],0.314,,
['CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O'],0.044,,
['OCCNCc1ccccc1'],0.045,,
['CC(=O)NC1(CCN(CCC2(CN(C(=O)CO2)c3ccccc3)c4ccc(Cl)c(Cl)c4)CC1)c5cccc(F)c5'],0.187,,
['[O-][N+](=O)c1ccc(F)c(c1)[N+](=O)[O-]'],0.101,,
['CC1(C)CC(=O)CC(C)(C)N1[O]'],0.053,,
['CN(C)CCN(C)CCN(C)C'],0.013,,
['Nc1ccc(cc1)N=Nc2ccccc2'],0.155,,
['CCBr'],0.017,,
['CCCCCCCCCCCCCCC'],0.055,,
['CNC(=O)Oc1cccc(c1)C(C)C'],0.079,,
['OCC1OC(C(O)C(O)C1O)C2c3cccc(O)c3C(=O)c4c(O)cc(CO)cc24'],0.286,,
['OC(=O)c1cccc(c1)C(F)(F)F'],0.097,,
['CC(=O)OC(C)(C)C'],0.007,,
['O=C1CCCC(=O)O1'],0.060,,
['Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1'],0.096,,
['COCCOC(=C1C(C(=C(C)N=C1C)C(=O)OC(C)C)c2cccc(c2)[N+](=O)[O-])O'],0.157,,
['CN1CCC23C4CCC(O)C2Oc5c(O)ccc(CC14)c35'],0.480,,
['CC(=O)NN=Cc1oc(cc1)[N+](=O)[O-]'],0.070,,
['N#CC(=C(C#N)C#N)C#N'],0.113,,
['Cc1cc(ccc1N=Nc2cc(c3ccccc3c2N)S(=O)(=O)O)c4ccc(N=Nc5cc(c6ccccc6c5N)S(=O)(=O)O)c(C)c4'],0.191,,
['ClC=CCl'],0.028,,
['CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC12C'],0.166,,
['CCOc1cccc(c1)C2(CCC(C)CC2)N3CCN(CC3)c4ccccc4'],0.181,,
['CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C3(O)C(=O)CC(C)(OC13C)C=C'],0.344,,
['CC=C(C)C(=O)OCC=C(C)CCC=C(C)C'],0.039,,
['OC(=O)c1ccc(O)cc1O'],0.101,,
['CCCN(C1CCN(CC1)C(=O)C2CCNCC2)C3CCc4ccc(OC)cc4C3'],0.156,,
['Cc1cccc(C)c1O'],0.091,,
['COP(=S)(OC)Oc1ccc(cc1Cl)[N+](=O)[O-]'],0.123,,
['COCC1=C(N2C(SC1)C(NC(=O)C(=NOC)c3csc(N)n3)C2=O)C(=O)OC(C)OC(=O)OC(C)C'],0.162,,
['NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O'],0.125,,
['O=C(OCC=Cc1ccccc1)C=Cc2ccccc2'],0.148,,
['CCNc1nc(Cl)nc(NC(C)C)n1'],0.046,,
['OCC(O)CO'],0.012,,
['OCCCCCCO'],0.029,,
['COc1ccc2CC3C4C=CC(O)C5Oc1c2C45CCN3C'],0.452,,
['Clc1ccc(cc1)C2C(=O)c3ccccc3C2=O'],0.300,,
['CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O'],0.440,,
['ClP(Cl)(Cl)(Cl)Cl'],0.002,,
['CCCCCCCCCCCCCCCC(=O)OC1CC(=C(C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C)CC(CC2(C)C)OC(=O)CCCCCCCCCCCCCCC)C)C)C(C)(C)C1)C'],0.126,,
['Oc1nc(Cl)c(Cl)cc1Cl'],0.132,,
['O=C(OCCOCCOC(=O)c1ccccc1)c2ccccc2'],0.113,,
['COc1cc(CC(C)N)c(OC)cc1Br'],0.109,,
['CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24'],0.206,,
['COc1cc(CC=C)cc(C(=O)NCCO)c1O'],0.115,,
['Cc1ccc(cc1)S(=O)(=O)NC2CCCCC2'],0.072,,
['COC(=O)C(Br)CBr'],0.034,,
['COC(=O)c1ccc(CBr)cc1'],0.103,,
['CC1CC(=CC(C)C1C=O)C'],0.108,,
['Cc1cc(C)c(N)c(Cl)c1'],0.103,,
['S=P(N1CC1)(N2CC2)N3CC3'],0.174,,
['CCCCCCOC(=O)CCCCC'],0.044,,
['CCOC(=O)c1c(N)sc2CN(Cc3ccccc3)CCc12'],0.161,,
['Cc1ccccc1OCC(O)CO'],0.066,,
['CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)c3ccccc3)C1=O'],0.124,,
['CCN(CC)CCOC(=O)C1(CCCC1)c2ccccc2'],0.144,,
['CCN(Cc1cccc(c1)S(=O)(=O)O)c2ccc(cc2)C(=C3C=CC(=[N+](CC)Cc4cccc(c4)S(=O)(=O)O)C=C3)c5ccccc5'],0.136,,
['CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl'],0.137,,
['O=C(OCC1CO1)C2CCCCC2C(=O)OCC3CO3'],0.180,,
['COC1C(CC(=O)OC(C)CC=CC=CC(OC2CCC(C(C)O2)N(C)C)C(C)CC(CC=O)C1OC3OC(C)C(OC4CC(C)(O)C(O)C(C)O4)C(C3O)N(C)C)OC(=O)C'],0.132,,
['COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl'],0.179,,
['CCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)C(=O)COC'],0.431,,
['CC(C)NC(=O)c1ccccc1N'],0.070,,
['CCN(CC)CCOc1ccc2nc(sc2c1)N(C)C'],0.117,,
['CCCOC(=O)c1ccccc1C(=O)OCCC'],0.107,,
['CC(=C)C(=O)OCCCCCCOC(=O)C(=C)C'],0.053,,
['O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1'],0.239,,
['SC1=NC=NC2N=CNC12'],0.146,,
['CSC1=NN=C(C(=O)N1N)C(C)(C)C'],0.053,,
['CCCCCCCCCCn1cc[n+](C)c1'],0.061,,
['CCCCOCC(C)O'],0.018,,
['CC(=CCC=C(C)C=C)C'],0.030,,
['NC(Cc1c[nH]c2ccccc12)C(=O)O'],0.122,,
['CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1'],0.113,,
['CN(C1CCCCC1)C2CCCCC2'],0.131,,
['Oc1ccc(cc1CC=C)S(=O)(=O)c2ccc(O)c(CC=C)c2'],0.138,,
['CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccccc3'],0.239,,
['CN1CCCC1'],0.039,,
['CC(C)C(C)C=CC(C)C1CCC2C(=CC=C3CC(O)CC(O)C3=C)CCCC12C'],0.222,,
['Cc1ccc(cc1)S(=O)(=O)Oc2ccc(cc2)N=Nc3ccc(cc3C)c4ccc(N=Nc5c(O)ccc6cc(cc(c56)S(=O)(=O)O)S(=O)(=O)O)c(C)c4'],0.140,,
['Cc1ccc2c(C)cccc2c1'],0.173,,
['CC(=C)CC(C)(C)C'],0.006,,
['Brc1cccc(C=O)c1'],0.101,,
['Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1'],0.288,,
['CC12CCC3C(CCC4=C(Cl)C(=O)CCC34C)C1CCC2O'],0.451,,
['CCCN(CCC)N=O'],0.028,,
['Oc1oc2ccccc2n1'],0.215,,
['OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3'],0.148,,
['COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1'],0.092,,
['Cc1ccccc1C(=O)Nc2ccc(C(=O)N3CCCC(O)c4cc(Cl)ccc34)c(C)c2'],0.222,,
['OC(=O)c1ccccc1C(=O)Nc2ccc(cc2)S(=O)(=O)Nc3nccs3'],0.130,,
['CN1C(=O)N(C)C(=O)C(=C1N)N=O'],0.088,,
['c1ccc2cnncc2c1'],0.185,,
['CN1CC2CC1CN2c3cc4N(C=C(C(=O)O)C(=O)c4cc3F)C5CC5'],0.268,,
['NCc1cccnc1'],0.064,,
['COC(=O)CCC1=C(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)c(CCC(=O)O)c5C)C6(C)C(C(=O)OC)C(=CC=C46)C(=O)OC)c(C)c3C=C'],0.272,,
['Cc1ccc(C)c(C)c1'],0.069,,
['CC1COC(=O)O1'],0.049,,
['OCC1OC(O)C(O)C(O)C1O'],0.086,,
['Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl'],0.162,,
['CCOC(=O)NC(O)C(Cl)(Cl)Cl'],0.022,,
['CC(CN1c2ccccc2Sc3cccnc13)N(C)C'],0.166,,
['CC(Br)C(=O)O'],0.013,,
['Clc1ccc(cc1Cl)N=C=O'],0.132,,
['COc1ccc(cc1)C2C(=O)c3ccccc3C2=O'],0.300,,
['Cc1cc(c(N)cc1Cl)S(=O)(=O)O'],0.054,,
['S(Sc1ccccc1)c2ccccc2'],0.134,,
['CC(Cl)C(=O)O'],0.014,,
['OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3'],0.164,,
['CC(O)C(CO)C(C)O'],0.027,,
['OC(=O)C=C'],0.018,,
['CC1CCC2C(C)C(O)OC3OC4(C)CCC1C23OO4'],0.391,,
['CC(C(=O)O)c1ccc(C2CCCCC2)c3ccccc13'],0.210,,
['CC(C)(COC(=O)c1ccccc1)COC(=O)c2ccccc2'],0.092,,
['OP(=O)(O)OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F'],0.097,,
['S=C=Nc1ccc(cc1)N=C=S'],0.155,,
['NC(=O)C1CC2(NC(=O)NC2=O)c3cc(F)ccc3O1'],0.216,,
['COc1ccc(CO)cc1'],0.091,,
['Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O'],0.296,,
['C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C'],0.083,,
['COc1ccc(NC(=O)C)cc1N'],0.093,,
['CN1CCN(CC1)c2cc3N(C=C(C(=O)O)C(=O)c3cc2F)c4ccc(F)cc4'],0.182,,
['COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1'],0.179,,
['CC1CCc2cc(F)cc3C(=O)C(=CN1c23)C(=O)O'],0.225,,
['OCC1(CO)COCOC1'],0.050,,
['CC(=O)OCC=C'],0.021,,
['CCCCCCC(=O)CCCCCCC=CCC(O)C(O)C(N)(CO)C(=O)O'],0.060,,
['CC(=O)C=Cc1ccc2OCOc2c1'],0.182,,
['NS(=O)(=O)c1cc2c(NC=NS2(=O)=O)cc1Cl'],0.072,,
['NC(CCCN=C(N)N)C(=O)O'],0.025,,
['O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3'],0.174,,
['OC(=O)CC(Cl)C(=O)O'],0.019,,
['CN(CC#C)Cc1ccccc1'],0.056,,
['CC(C)(C)NCC(O)COc1nsnc1N2CCOCC2'],0.043,,
['CCc1ccccc1'],0.077,,
['NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1'],0.144,,
['C=CN1CCCC1=O'],0.092,,
['CO[P+](=O)OC'],0.024,,
['CCN(N=O)C(=O)N'],0.029,,
['COCc1ccc(COC)cc1'],0.074,,
['CCCC(C)CO'],0.021,,
['Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4'],0.137,,
['OC(=O)C(Cl)Br'],0.014,,
['CC(C)(C)OC(=O)C=C'],0.015,,
['CC(C)(C)c1ccc(S)cc1'],0.047,,
['C1CCC2OC2C1'],0.269,,
['O=C1CC2CC1C3CCCC23'],0.446,,
['Oc1ccccc1c2ccccc2'],0.206,,
['CSSc1ccoc1C'],0.097,,
['Cc1cc(C)c(cc1N=Nc2cc(c3ccccc3c2O)S(=O)(=O)O)S(=O)(=O)O'],0.101,,
['CCN(CC)CCOC(=O)C(=C)C'],0.036,,
['[O-][N+](=O)c1ccc2ccc3cccc4ccc1c2c34'],0.370,,
['CCCCCCCC(=O)N(C)C'],0.036,,
['S=C1SCN(Cc2ccccc2)CN1Cc3ccccc3'],0.105,,
['CCC(NC(C)C)C(O)c1ccc(O)c(O)c1'],0.071,,
['CCCCCCc1ccc(N)cc1'],0.085,,
['CCCCc1nc2cccnc2n1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5'],0.237,,
['CC1=NN(C(=O)C1N=Nc2ccc(cc2)S(=O)(=O)O)c3cc(Cl)c(cc3Cl)S(=O)(=O)O'],0.096,,
['CCn1cc[n+](C)c1C'],0.067,,
['COc1ccc(cc1O)C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2'],0.242,,
['CCCCCCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O'],0.081,,
['CCC(C)C=O'],0.021,,
['CCCCCCCCCCCCCCCS(=O)(=O)Oc1ccccc1'],0.068,,
['Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C'],0.123,,
['[O-][N+](=O)c1cccc(CCl)c1'],0.090,,
['CNCC(O)c1ccc(O)c(O)c1'],0.080,,
['CCCCC(CC)COC(=O)CCCCC(=O)OCc1ccccc1'],0.070,,
['Oc1c(Cl)cc(Cl)cc1Cl'],0.159,,
['Oc1ccc(Cl)cc1'],0.090,,
['Clc1ccc(OCC(=O)OCCNC23CC4CC(CC(C4)C2)C3)cc1'],0.193,,
['CC(CO)(CO)C(=O)O'],0.025,,
['CCN(CC)CCOc1ccccc1C(=O)CCc2ccccc2'],0.113,,
['CN(C)CCCOC1C(OC2OC(C)(C)OC12)C(O)CO'],0.088,,
['C(CCOCC1CO1)COCC2CO2'],0.091,,
['Oc1c(Br)cc(Br)cc1C(=O)Nc2cccc(c2)C(F)(F)F'],0.200,,
['NC(=N)NC(=O)Cc1c(Cl)cccc1Cl'],0.088,,
['Nc1ncnc2c1ncn2C3OC(CO)C(O)C3O'],0.194,,
['CC(Oc1ccc(CNC(=O)c2cccnc2Oc3ccc4OCOc4c3)c(F)c1)C(=O)O'],0.207,,
['C(OCC1CO1)C2CCC(COCC3CO3)CC2'],0.132,,
['O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4'],0.230,,
['OC(=O)CCc1ccccc1'],0.055,,
['Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15'],0.193,,
['OCC(COCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C'],0.082,,
['C(N(Cc1ccccc1)Cc2ccccc2)c3ccccc3'],0.104,,
['CC(Cc1ccccc1)N(C)CC#C'],0.070,,
['CCNC(C)Cc1ccccc1'],0.054,,
['Cc1ccc(N=Nc2c(O)c(cc3ccccc23)C(=O)O)c(c1)S(=O)(=O)O'],0.139,,
['CC(CN(C(=O)C)c1c(I)cc(I)c(N)c1I)C(=O)O'],0.116,,
['CCCCCCCCCCCBr'],0.051,,
['CC(CCO)CCCC(=C)C'],0.029,,
['COC(=O)CCSCCC(=O)OC'],0.034,,
['CCCCC(CC)CNCC(CC)CCCC'],0.042,,
['CCCCNP(=S)(N)N'],0.011,,
['OC(C1CCCCN1)c2cc(nc3c(cccc23)C(F)(F)F)C(F)(F)F'],0.179,,
['CC(=Cc1ccc(cc1)C(=O)O)c2ccc3c(c2)C(C)(C)CCC3(C)C'],0.181,,
['CCOC(=O)CCc1ccccc1'],0.069,,
['O=C1N(CC2CCCc3cccc1c23)C4CN5CCC4CC5'],0.289,,
['ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl'],0.571,C=C1C2(Cl)C(Cl)[CH2:1]C(Cl)([CH:1]2Cl)[CH:1]1[CH3:1],0.519
['Oc1ccc(Cc2ccc(O)cc2)cc1'],0.143,,
['CCCCC(CC)CN1C(=O)C2C3CC(C=C3)C2C1=O'],0.259,,
['OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O'],0.232,,
['CCCC(C)C1(CC)C(=O)NC(=S)NC1=O'],0.154,,
['CCCCCCCCCCCCCCCCCC(=O)OCCO'],0.057,,
['CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)NC(Cc3ccccc3)C(=O)NC(CC(C)C)C(=O)C4(C)CO4'],0.081,,
['CC(C)CC(NC(=O)OCC1c2ccccc2c3ccccc13)C(=O)O'],0.133,,
['CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C'],0.355,,
['CC(Oc1ccccc1)C(=O)NC2C3SC(C)(C)C(N3C2=O)C(=O)O'],0.147,,
['COc1cc(cc(OC)c1OC)C2C3C(COC3=O)C(O)c4cc5OCOc5cc24'],0.379,,
['CC(=N)S'],0.007,,
['Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12'],0.305,,
['COc1ccc2c(c1)c3CCN=C4N(C)CCn2c34'],0.313,,
['O=CNc1ccccc1'],0.085,,
['CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1'],0.147,,
['CN(C)CCn1nnnc1SCC2=C(N3C(SC2)C(NC(=O)Cc4csc(N)n4)C3=O)C(=O)O'],0.133,,
['CC(=CCCC(C)(OC(=O)C)C=C)C'],0.035,,
['CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl'],0.091,,
['NNC(=O)c1ccccc1'],0.089,,
['CN1C(=O)NC(=O)N(C1=O)c2ccc(Oc3ccc(cc3)S(=O)(=O)C(F)(F)F)c(C)c2'],0.152,,
['OCCCNc1ccccc1'],0.062,,
['Nc1cc(Cl)cc(C(=O)O)c1Cl'],0.129,,
['OS(=O)(=O)C=C'],0.005,,
['Cc1ccc(c(C)c1)S(=O)(=O)O'],0.039,,
['OC(=O)CC(S)C(=O)O'],0.019,,
['COc1cc(OC)c(C=O)cc1OC'],0.175,,
['CCCCCOC(=O)CCCCC'],0.041,,
['NNc1ccccc1'],0.082,,
['CN(C(=O)C1=C(O)c2ccccc2N(C)C1=O)c3ccccc3'],0.249,,
['CON(C)C(=O)Nc1ccc(Cl)cc1'],0.084,,
['Oc1[nH]cnc2nncc12'],0.179,,
['NCCN1CCNCC1'],0.032,,
['CCCC(CC)c1ccccc1'],0.098,,
['CCCCCCCCCCCCCl'],0.053,,
['Cc1cc2c(cc1C(=C)c3ccc(cc3)C(=O)O)C(C)(C)CCC2(C)C'],0.197,,
['CC(O)CO'],0.008,,
['FCOC(C(F)(F)F)C(F)(F)F'],0.075,,
['OCCOCCO'],0.019,,
['CN1C(O)C(O)N(C)C1=O'],0.073,,
['Cc1ccccc1C#N'],0.107,,
['CC(C)(CO)C(O)C(=O)NCCC(=O)O'],0.025,,
['CC1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1'],0.135,,
['Cc1ncc(CO)c(C=O)c1O'],0.119,,
['C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C'],0.016,,
['COc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]'],0.105,,
['OC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O'],0.016,,
['COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4'],0.203,,
['SCc1ccccc1'],0.078,,
['CC(C)(C)C1CCCCC1O'],0.061,,
['OC(=O)C1CCC(=O)N1'],0.050,,
['O=CC=O'],0.019,,
['OC(=O)CCCCCC(=O)O'],0.022,,
['CCOc1ccc(cc1)N=Nc2ccc(N)cc2N'],0.176,,
['c1cnc2c(c1)ccc3cccnc23'],0.290,,
['COc1ccc(Cl)cc1C'],0.113,,
['CCc1nccnc1C'],0.074,,
['CCOCCn1c(nc2ccccc12)N3CCCN(C)CC3'],0.110,,
['C=Cc1ccccc1'],0.109,,
['CC(OC(=O)C)c1ccccc1'],0.065,,
['C(COc1ccccc1)Oc2ccccc2'],0.137,,
['N1c2ccccc2Sc3ccccc13'],0.273,,
['CCC(=O)N(c1ccccc1)C2(COC)CCN(CCc3cccs3)CC2'],0.157,,
['Cc1ccc(O)c(c1)C(=O)c2ccccc2'],0.185,,
['CC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3=C2)C6=COC(=O)C=C6)C(O)C(O)C1O'],0.361,,
